source,meta_program,gene_marker
Fibroblasts,Pericyte-like,ITGA1
Fibroblasts,Pericyte-like,PLXDC1
Fibroblasts,Pericyte-like,FRZB
Fibroblasts,Pericyte-like,EPS8
Fibroblasts,Pericyte-like,NR2F2
Fibroblasts,Pericyte-like,TFPI
Fibroblasts,Pericyte-like,CNN1
Fibroblasts,Pericyte-like,PDGFRB
Fibroblasts,Pericyte-like,EPAS1
Fibroblasts,Pericyte-like,ACTG2
Fibroblasts,Pericyte-like,ESAM
Fibroblasts,Pericyte-like,IGFBP7
Fibroblasts,Pericyte-like,MGP
Fibroblasts,Pericyte-like,PLN
Fibroblasts,Pericyte-like,JAG1
Fibroblasts,Stress,ATF3
Fibroblasts,Stress,FOSB
Fibroblasts,Stress,ZFP36
Fibroblasts,Stress,BTG2
Fibroblasts,Stress,NR4A1
Fibroblasts,Stress,EGR1
Fibroblasts,Stress,DNAJB1
Fibroblasts,Stress,SOCS3
Fibroblasts,Stress,IER2
Fibroblasts,Stress,IER3
Fibroblasts,Stress,IRF1
Fibroblasts,Stress,JUNB
Fibroblasts,Stress,NFKBIZ
Fibroblasts,Stress,FOS
Fibroblasts,Stress,CDKN1A
Fibroblasts,Stress,NFKBIA
Fibroblasts,Stress,CCL2
Fibroblasts,Stress,GEM
Fibroblasts,Stress,CXCL2
Fibroblasts,Stress,JUN
Fibroblasts,Stress,KLF4
Fibroblasts,Stress,C11ORF96
Fibroblasts,Stress,CSRNP1
Fibroblasts,Stress,GADD45B
Fibroblasts,Stress,NR4A2
Fibroblasts,Stress,MAFF
Fibroblasts,Stress,PPP1R15A
Fibroblasts,Stress,SERTAD1
Fibroblasts,Stress,CCNL1
Fibroblasts,Stress,MYC
Fibroblasts,Stress,HSPA1B
Fibroblasts,Stress,NAMPT
Fibroblasts,Stress,DUSP1
Fibroblasts,Stress,HSPA1A
Fibroblasts,Stress,SOD2
Fibroblasts,Stress,DNAJA1
Fibroblasts,Stress,HES1
Fibroblasts,Stress,ICAM1
Fibroblasts,Stress,MCL1
Fibroblasts,Stress,IL6
Fibroblasts,Stress,ADAMTS1
Fibroblasts,Stress,KDM6B
Fibroblasts,Stress,ID1
Fibroblasts,Stress,ID2
Fibroblasts,Stress,HSPH1
Fibroblasts,Stress,TNFAIP3
Fibroblasts,Stress,CYR61
Fibroblasts,Stress,BAG3
Fibroblasts,Stress,SAT1
Fibroblasts,Stress,BRD2
Macrophages,Cell-cycle,STMN1
Macrophages,Cell-cycle,CKS1B
Macrophages,Cell-cycle,HMGB2
Macrophages,Cell-cycle,TUBB
Macrophages,Cell-cycle,TK1
Macrophages,Cell-cycle,PTTG1
Macrophages,Cell-cycle,PCNA
Macrophages,Cell-cycle,H2AFZ
Macrophages,Cell-cycle,HMGN2
Macrophages,Cell-cycle,TUBA1B
Macrophages,Cell-cycle,TYMS
Macrophages,Cell-cycle,DUT
Macrophages,Cell-cycle,SMC4
Macrophages,Cell-cycle,HIST1H4C
Macrophages,Cell-cycle,CDK1
Macrophages,Cell-cycle,CKS2
Macrophages,Cell-cycle,NUSAP1
Macrophages,Cell-cycle,UBE2C
Macrophages,Cell-cycle,BIRC5
Macrophages,Cell-cycle,DTYMK
Macrophages,Cell-cycle,KIAA0101
Macrophages,Cell-cycle,ZWINT
Macrophages,Cell-cycle,DEK
Macrophages,Cell-cycle,RANBP1
Macrophages,Cell-cycle,HMGB1
Macrophages,Cell-cycle,SMC2
Macrophages,Cell-cycle,TMEM106C
Macrophages,Cell-cycle,CENPW
Macrophages,Cell-cycle,RPA3
Macrophages,Cell-cycle,IDH2
Macrophages,Cell-cycle,KPNA2
Macrophages,Cell-cycle,MKI67
Macrophages,Cell-cycle,TOP2A
Macrophages,Cell-cycle,GGH
Macrophages,Cell-cycle,HMGB3
Macrophages,Cell-cycle,CENPF
Macrophages,Cell-cycle,MCM7
Macrophages,Cell-cycle,PCLAF
Macrophages,Cell-cycle,NUCKS1
Macrophages,Cell-cycle,CDKN3
Macrophages,Cell-cycle,CARHSP1
Macrophages,Cell-cycle,TMPO
Macrophages,Cell-cycle,SKA2
Macrophages,Cell-cycle,H2AFV
Macrophages,Cell-cycle,H2AZ1
Macrophages,Cell-cycle,ANP32E
Macrophages,Cell-cycle,CENPM
Macrophages,Cell-cycle,DNMT1
Macrophages,Cell-cycle,TUBB4B
Macrophages,Cell-cycle,H4C3
Macrophages,Interferon,CXCL10
Macrophages,Interferon,ISG15
Macrophages,Interferon,GBP1
Macrophages,Interferon,IFIT3
Macrophages,Interferon,MX1
Macrophages,Interferon,TNFSF10
Macrophages,Interferon,IFIT2
Macrophages,Interferon,ISG20
Macrophages,Interferon,EPSTI1
Macrophages,Interferon,GBP5
Macrophages,Interferon,IFI35
Macrophages,Interferon,IFIT1
Macrophages,Interferon,IFI44L
Macrophages,Interferon,STAT1
Macrophages,Interferon,CXCL11
Macrophages,Interferon,GBP4
Macrophages,Interferon,IL4I1
Macrophages,Interferon,RSAD2
Macrophages,Interferon,IFI6
Macrophages,Interferon,IFITM1
Macrophages,Interferon,SAMD9L
Macrophages,Interferon,UBE2L6
Macrophages,Interferon,CXCL9
Macrophages,Interferon,IFITM3
Macrophages,Interferon,OAS1
Macrophages,Interferon,TAP1
Macrophages,Interferon,VAMP5
Macrophages,Interferon,APOBEC3A
Macrophages,Interferon,LAP3
Macrophages,Interferon,WARS
Macrophages,Interferon,IRF7
Macrophages,Interferon,PARP14
Macrophages,Interferon,MX2
Macrophages,Interferon,PPA1
Macrophages,Interferon,IDO1
Macrophages,Interferon,LY6E
Macrophages,Interferon,MT2A
Macrophages,Interferon,ANKRD22
Macrophages,Interferon,IFI27
Macrophages,Interferon,CCL2
Macrophages,Interferon,NT5C3A
Macrophages,Interferon,PSME2
Macrophages,Interferon,CCL8
Macrophages,Interferon,FAM26F
Macrophages,Interferon,PSMB9
Macrophages,Interferon,SERPING1
Macrophages,Interferon,GBP2
Macrophages,Interferon,OAS2
Macrophages,Interferon,TNFSF13B
Macrophages,Interferon,RARRES3
Macrophages,Lipid-associated,APOE
Macrophages,Lipid-associated,C1QB
Macrophages,Lipid-associated,LGMN
Macrophages,Lipid-associated,APOC1
Macrophages,Lipid-associated,C1QC
Macrophages,Lipid-associated,C1QA
Macrophages,Lipid-associated,GPNMB
Macrophages,Lipid-associated,RNASE1
Macrophages,Lipid-associated,PLD3
Macrophages,Lipid-associated,LIPA
Macrophages,Lipid-associated,PLTP
Macrophages,Lipid-associated,FOLR2
Macrophages,Lipid-associated,NUPR1
Macrophages,Lipid-associated,CTSD
Macrophages,Lipid-associated,SLC40A1
Macrophages,Lipid-associated,ACP5
Macrophages,Lipid-associated,A2M
Macrophages,Lipid-associated,MS4A4A
Macrophages,Lipid-associated,TREM2
Macrophages,Lipid-associated,DAB2
Macrophages,Lipid-associated,SLCO2B1
Macrophages,Lipid-associated,CTSL
Macrophages,Lipid-associated,CCL18
Macrophages,Lipid-associated,SEPP1
Macrophages,Lipid-associated,CFD
Macrophages,Lipid-associated,FUCA1
Macrophages,Lipid-associated,SPP1
Macrophages,Lipid-associated,TMEM176B
Macrophages,Lipid-associated,PLA2G7
Macrophages,Lipid-associated,CD163
Macrophages,Lipid-associated,FCGR3A
Macrophages,Lipid-associated,CD59
Macrophages,Lipid-associated,C2
Macrophages,Lipid-associated,CYP27A1
Macrophages,Lipid-associated,GM2A
Macrophages,Lipid-associated,IFI27
Macrophages,Lipid-associated,MSR1
Macrophages,Lipid-associated,CD14
Macrophages,Lipid-associated,GPR34
Macrophages,Lipid-associated,NPL
Macrophages,Lipid-associated,CTSC
Macrophages,Lipid-associated,CREG1
Macrophages,Lipid-associated,VSIG4
Macrophages,Lipid-associated,LGALS3
Macrophages,Lipid-associated,STAB1
Macrophages,Lipid-associated,CD9
Macrophages,Lipid-associated,GCHFR
Macrophages,Lipid-associated,ASAH1
Macrophages,Lipid-associated,CCL3
Macrophages,Lipid-associated,F13A1
Macrophages,MAC1,FCN1
Macrophages,MAC1,CD52
Macrophages,MAC1,FCGR3A
Macrophages,MAC1,IFITM2
Macrophages,MAC1,CFP
Macrophages,MAC1,LILRB2
Macrophages,MAC1,LINC01272
Macrophages,MAC1,LILRA5
Macrophages,MAC1,S100A4
Macrophages,MAC1,S100A9
Macrophages,MAC1,SERPINA1
Macrophages,MAC1,TIMP1
Macrophages,MAC1,WARS
Macrophages,MAC1,IFITM3
Macrophages,MAC1,S100A8
Macrophages,MAC1,CORO1A
Macrophages,MAC1,PLAC8
Macrophages,MAC1,STXBP2
Macrophages,MAC1,CFD
Macrophages,MAC1,LST1
Macrophages,MAC1,CYTIP
Macrophages,MAC1,RHOC
Macrophages,MAC1,FGR
Macrophages,MAC1,TCF7L2
Macrophages,MAC1,CLEC12A
Macrophages,MAC1,COTL1
Macrophages,MAC1,NAAA
Macrophages,MAC1,POU2F2
Macrophages,MAC1,ABI3
Macrophages,MAC1,BCL2A1
Macrophages,MAC1,CD48
Macrophages,MAC1,CDKN1C
Macrophages,MAC1,LILRA1
Macrophages,MAC1,LRRC25
Macrophages,MAC1,LYST
Macrophages,MAC1,MYO1G
Macrophages,MAC1,RAC2
Macrophages,MAC1,SPN
Macrophages,MAC1,CD55
Macrophages,MAC1,CRIP1
Macrophages,MAC1,APOBEC3A
Macrophages,MAC1,HES1
Macrophages,MAC1,LTA4H
Macrophages,MAC1,LY6E
Macrophages,MAC1,MAFB
Macrophages,MAC1,MS4A7
Macrophages,MAC1,MT2A
Macrophages,MAC1,MTSS1
Macrophages,MAC1,HCK
Macrophages,MAC1,VAMP5
Macrophages,MAC2,FABP4
Macrophages,MAC2,MARCO
Macrophages,MAC2,RBP4
Macrophages,MAC2,PCOLCE2
Macrophages,MAC2,INHBA
Macrophages,MAC2,CES1
Macrophages,MAC2,CCL18
Macrophages,MAC2,CD52
Macrophages,MAC2,FN1
Macrophages,MAC2,GCHFR
Macrophages,MAC2,LPL
Macrophages,MAC2,MCEMP1
Macrophages,MAC2,PHLDA3
Macrophages,MAC2,PPARG
Macrophages,MAC2,IFI27
Macrophages,MAC2,NUPR1
Macrophages,MAC2,S100A13
Macrophages,MAC2,SERPING1
Macrophages,MAC2,ALDH2
Macrophages,MAC2,GYPC
Macrophages,MAC2,LGALS3BP
Macrophages,MAC2,SCD
Macrophages,MAC2,ACOT7
Macrophages,MAC2,CYP27A1
Macrophages,MAC2,LTA4H
Macrophages,MAC2,NMB
Macrophages,MAC2,PDLIM1
Macrophages,MAC2,AQP3
Macrophages,MAC2,FBP1
Macrophages,MAC2,MGST1
Macrophages,MAC2,PPIC
Macrophages,MAC2,RETN
Macrophages,MAC2,RP5-839B4.8
Macrophages,MAC2,VMO1
Macrophages,MAC2,ALOX5AP
Macrophages,MAC2,GPD1
Macrophages,MAC2,SERPINA1
Macrophages,MAC2,TCF7L2
Macrophages,MAC2,FAM89A
Macrophages,MAC2,FHL1
Macrophages,MAC2,IGFBP2
Macrophages,MAC2,PLA2G16
Macrophages,MAC2,RND3
Macrophages,MAC2,STXBP2
Macrophages,MAC2,TGM2
Macrophages,MAC2,TREM1
Macrophages,MAC2,AGRP
Macrophages,MAC2,AKR1C3
Macrophages,MAC2,UBASH3B
Macrophages,MAC2,HDDC2
Macrophages,MAC3,C3
Macrophages,MAC3,OLFML3
Macrophages,MAC3,C1QC
Macrophages,MAC3,C1QB
Macrophages,MAC3,PLD4
Macrophages,MAC3,FCGBP
Macrophages,MAC3,GPR34
Macrophages,MAC3,LPAR6
Macrophages,MAC3,CCL3
Macrophages,MAC3,CCL4
Macrophages,MAC3,C1QA
Macrophages,MAC3,LTC4S
Macrophages,MAC3,RGS1
Macrophages,MAC3,ALOX5AP
Macrophages,MAC3,AXL
Macrophages,MAC3,CCL4L2
Macrophages,MAC3,GIMAP4
Macrophages,MAC3,CCL3L3
Macrophages,MAC3,FCGR3A
Macrophages,MAC3,TREM2
Macrophages,MAC3,YWHAH
Macrophages,MAC3,HTRA1
Macrophages,MAC3,USP53
Macrophages,MAC3,CX3CR1
Macrophages,MAC3,CXCR4
Macrophages,MAC3,BTG2
Macrophages,MAC3,CD14
Macrophages,MAC3,CD69
Macrophages,MAC3,CD9
Macrophages,MAC3,CSF1R
Macrophages,MAC3,HERPUD1
Macrophages,MAC3,HLA-DQA1
Macrophages,MAC3,IL1B
Macrophages,MAC3,MEF2C
Macrophages,MAC3,SLCO2B1
Macrophages,MAC3,ABI3
Macrophages,MAC3,ADAM28
Macrophages,MAC3,C10ORF54
Macrophages,MAC3,CD93
Macrophages,MAC3,EPB41L2
Macrophages,MAC3,ETV5
Macrophages,MAC3,IFI44L
Macrophages,MAC3,IFNGR1
Macrophages,MAC3,RB1
Macrophages,MAC3,ENTPD1
Macrophages,MAC3,STAB1
Macrophages,MAC3,A2M
Macrophages,MAC3,MARCKS
Macrophages,MAC3,MAFB
Macrophages,MAC3,FAM26F
Macrophages,MES/Glycolysis,SPP1
Macrophages,MES/Glycolysis,GPNMB
Macrophages,MES/Glycolysis,S100A10
Macrophages,MES/Glycolysis,FABP5
Macrophages,MES/Glycolysis,CSTB
Macrophages,MES/Glycolysis,LGALS1
Macrophages,MES/Glycolysis,S100A6
Macrophages,MES/Glycolysis,C15ORF48
Macrophages,MES/Glycolysis,FN1
Macrophages,MES/Glycolysis,ANXA2
Macrophages,MES/Glycolysis,PLIN2
Macrophages,MES/Glycolysis,FBP1
Macrophages,MES/Glycolysis,S100A9
Macrophages,MES/Glycolysis,S100A8
Macrophages,MES/Glycolysis,NUPR1
Macrophages,MES/Glycolysis,HK2
Macrophages,MES/Glycolysis,LGALS3
Macrophages,MES/Glycolysis,MIF
Macrophages,MES/Glycolysis,MT1X
Macrophages,MES/Glycolysis,MT2A
Macrophages,MES/Glycolysis,RGCC
Macrophages,MES/Glycolysis,S100A4
Macrophages,MES/Glycolysis,ADM
Macrophages,MES/Glycolysis,BNIP3
Macrophages,MES/Glycolysis,VCAN
Macrophages,MES/Glycolysis,VIM
Macrophages,MES/Glycolysis,MT1G
Macrophages,MES/Glycolysis,APOC1
Macrophages,MES/Glycolysis,MARCO
Macrophages,MES/Glycolysis,EMP3
Macrophages,MES/Glycolysis,TIMP1
Macrophages,MES/Glycolysis,CD9
Macrophages,MES/Glycolysis,NDRG1
Macrophages,MES/Glycolysis,ENO1
Macrophages,MES/Glycolysis,LDHA
Macrophages,MES/Glycolysis,RNASE1
Macrophages,MES/Glycolysis,LSP1
Macrophages,MES/Glycolysis,UPP1
Macrophages,MES/Glycolysis,SDC2
Macrophages,MES/Glycolysis,SLC2A3
Macrophages,MES/Glycolysis,CD52
Macrophages,MES/Glycolysis,CTSL
Macrophages,MES/Glycolysis,SCD
Macrophages,MES/Glycolysis,ERO1A
Macrophages,MES/Glycolysis,P4HA1
Macrophages,MES/Glycolysis,ADAM8
Macrophages,MES/Glycolysis,ANXA1
Macrophages,MES/Glycolysis,MT1E
Macrophages,MES/Glycolysis,RALA
Macrophages,MES/Glycolysis,SLC2A1
Macrophages,MYC/Mitochondria,NME1
Macrophages,MYC/Mitochondria,NHP2
Macrophages,MYC/Mitochondria,C1QBP
Macrophages,MYC/Mitochondria,PHB
Macrophages,MYC/Mitochondria,SDF2L1
Macrophages,MYC/Mitochondria,DCTPP1
Macrophages,MYC/Mitochondria,SRM
Macrophages,MYC/Mitochondria,CCT2
Macrophages,MYC/Mitochondria,CORO1A
Macrophages,MYC/Mitochondria,FABP5
Macrophages,MYC/Mitochondria,MRPL12
Macrophages,MYC/Mitochondria,PA2G4
Macrophages,MYC/Mitochondria,SPP1
Macrophages,MYC/Mitochondria,APEX1
Macrophages,MYC/Mitochondria,RANBP1
Macrophages,MYC/Mitochondria,ATP5MC1
Macrophages,MYC/Mitochondria,CCT5
Macrophages,MYC/Mitochondria,CCT6A
Macrophages,MYC/Mitochondria,EBNA1BP2
Macrophages,MYC/Mitochondria,EIF5A
Macrophages,MYC/Mitochondria,MRPL3
Macrophages,MYC/Mitochondria,NOP16
Macrophages,MYC/Mitochondria,PPA1
Macrophages,MYC/Mitochondria,TIMM13
Macrophages,MYC/Mitochondria,TOMM40
Macrophages,MYC/Mitochondria,ALOX5AP
Macrophages,MYC/Mitochondria,BOLA3
Macrophages,MYC/Mitochondria,HSPA5
Macrophages,MYC/Mitochondria,HSPD1
Macrophages,MYC/Mitochondria,LDHB
Macrophages,MYC/Mitochondria,MRPS12
Macrophages,MYC/Mitochondria,MRPS34
Macrophages,MYC/Mitochondria,RRP7A
Macrophages,MYC/Mitochondria,C20ORF27
Macrophages,MYC/Mitochondria,CCT3
Macrophages,MYC/Mitochondria,CLEC5A
Macrophages,MYC/Mitochondria,CYC1
Macrophages,MYC/Mitochondria,GGCT
Macrophages,MYC/Mitochondria,KCNN4
Macrophages,MYC/Mitochondria,MANF
Macrophages,MYC/Mitochondria,MRPL4
Macrophages,MYC/Mitochondria,MRPL52
Macrophages,MYC/Mitochondria,PPP1R14B
Macrophages,MYC/Mitochondria,PSMC4
Macrophages,MYC/Mitochondria,SNRPD1
Macrophages,MYC/Mitochondria,ISOC2
Macrophages,MYC/Mitochondria,CCDC85B
Macrophages,MYC/Mitochondria,PDCD5
Macrophages,MYC/Mitochondria,HNRNPAB
Macrophages,MYC/Mitochondria,PRMT1
Macrophages,Monocyte/Secreted,IL1B
Macrophages,Monocyte/Secreted,CXCL2
Macrophages,Monocyte/Secreted,G0S2
Macrophages,Monocyte/Secreted,CXCL8
Macrophages,Monocyte/Secreted,CXCL3
Macrophages,Monocyte/Secreted,S100A8
Macrophages,Monocyte/Secreted,BCL2A1
Macrophages,Monocyte/Secreted,FCN1
Macrophages,Monocyte/Secreted,VCAN
Macrophages,Monocyte/Secreted,IER3
Macrophages,Monocyte/Secreted,CCL3
Macrophages,Monocyte/Secreted,EREG
Macrophages,Monocyte/Secreted,TIMP1
Macrophages,Monocyte/Secreted,CCL20
Macrophages,Monocyte/Secreted,S100A9
Macrophages,Monocyte/Secreted,TNFAIP3
Macrophages,Monocyte/Secreted,AREG
Macrophages,Monocyte/Secreted,CCL4
Macrophages,Monocyte/Secreted,SLC2A3
Macrophages,Monocyte/Secreted,SOD2
Macrophages,Monocyte/Secreted,IL1RN
Macrophages,Monocyte/Secreted,PLAUR
Macrophages,Monocyte/Secreted,NFKBIA
Macrophages,Monocyte/Secreted,DUSP2
Macrophages,Monocyte/Secreted,GPR183
Macrophages,Monocyte/Secreted,THBS1
Macrophages,Monocyte/Secreted,CCL3L3
Macrophages,Monocyte/Secreted,OLR1
Macrophages,Monocyte/Secreted,NAMPT
Macrophages,Monocyte/Secreted,CCL4L2
Macrophages,Monocyte/Secreted,C15ORF48
Macrophages,Monocyte/Secreted,NLRP3
Macrophages,Monocyte/Secreted,PTGS2
Macrophages,Monocyte/Secreted,TREM1
Macrophages,Monocyte/Secreted,CD83
Macrophages,Monocyte/Secreted,HBEGF
Macrophages,Monocyte/Secreted,NFKBIZ
Macrophages,Monocyte/Secreted,NR4A2
Macrophages,Monocyte/Secreted,CD55
Macrophages,Monocyte/Secreted,LYZ
Macrophages,Monocyte/Secreted,SLC11A1
Macrophages,Monocyte/Secreted,ATF3
Macrophages,Monocyte/Secreted,FOSB
Macrophages,Monocyte/Secreted,SAMSN1
Macrophages,Monocyte/Secreted,SOCS3
Macrophages,Monocyte/Secreted,PLIN2
Macrophages,Monocyte/Secreted,SLC25A37
Macrophages,Monocyte/Secreted,RGS2
Macrophages,Monocyte/Secreted,AQP9
Macrophages,Monocyte/Secreted,PPP1R15A
Macrophages,Proteasomal-degradation,NME1
Macrophages,Proteasomal-degradation,FABP5
Macrophages,Proteasomal-degradation,HSPA5
Macrophages,Proteasomal-degradation,CCT5
Macrophages,Proteasomal-degradation,MANF
Macrophages,Proteasomal-degradation,SDF2L1
Macrophages,Proteasomal-degradation,PRDX1
Macrophages,Proteasomal-degradation,PSMA4
Macrophages,Proteasomal-degradation,SPP1
Macrophages,Proteasomal-degradation,ATP6V0D1
Macrophages,Proteasomal-degradation,FBP1
Macrophages,Proteasomal-degradation,MDH1
Macrophages,Proteasomal-degradation,VSIG4
Macrophages,Proteasomal-degradation,CALR
Macrophages,Proteasomal-degradation,MYDGF
Macrophages,Proteasomal-degradation,PDIA6
Macrophages,Proteasomal-degradation,PSMD8
Macrophages,Proteasomal-degradation,SLC3A2
Macrophages,Proteasomal-degradation,TREM2
Macrophages,Proteasomal-degradation,LGALS3
Macrophages,Proteasomal-degradation,LRPAP1
Macrophages,Proteasomal-degradation,MARCO
Macrophages,Proteasomal-degradation,PSMA3
Macrophages,Proteasomal-degradation,PSMD7
Macrophages,Proteasomal-degradation,PSME2
Macrophages,Proteasomal-degradation,S100A8
Macrophages,Proteasomal-degradation,CTSL
Macrophages,Proteasomal-degradation,CYP27A1
Macrophages,Proteasomal-degradation,GCHFR
Macrophages,Proteasomal-degradation,MNDA
Macrophages,Proteasomal-degradation,PSMB6
Macrophages,Proteasomal-degradation,TUBA1B
Macrophages,Proteasomal-degradation,DNASE2
Macrophages,Proteasomal-degradation,FCGR1A
Macrophages,Proteasomal-degradation,HM13
Macrophages,Proteasomal-degradation,LTA4H
Macrophages,Proteasomal-degradation,MGST3
Macrophages,Proteasomal-degradation,PSMA5
Macrophages,Proteasomal-degradation,PSMC2
Macrophages,Proteasomal-degradation,PSMC3
Macrophages,Proteasomal-degradation,RENBP
Macrophages,Proteasomal-degradation,PLA2G7
Macrophages,Proteasomal-degradation,CCL2
Macrophages,Proteasomal-degradation,FPR1
Macrophages,Proteasomal-degradation,S100A9
Macrophages,Proteasomal-degradation,GLIPR2
Macrophages,Proteasomal-degradation,NAGK
Macrophages,Proteasomal-degradation,TUBA1A
Macrophages,Proteasomal-degradation,HSP90B1
Macrophages,Proteasomal-degradation,CD9
Macrophages,Respiration,ISG15
Macrophages,Respiration,CCL2
Macrophages,Respiration,COX7B
Macrophages,Respiration,NDUFB2
Macrophages,Respiration,POLR2L
Macrophages,Respiration,S100A8
Macrophages,Respiration,ATOX1
Macrophages,Respiration,ATP5J2
Macrophages,Respiration,BLVRB
Macrophages,Respiration,CHCHD10
Macrophages,Respiration,FABP5
Macrophages,Respiration,MRPL41
Macrophages,Respiration,NDUFA3
Macrophages,Respiration,NDUFS6
Macrophages,Respiration,PSME2
Macrophages,Respiration,RBX1
Macrophages,Respiration,TIMM8B
Macrophages,Respiration,UQCRQ
Macrophages,Respiration,VAMP5
Macrophages,Respiration,RNASE1
Macrophages,Respiration,HCST
Macrophages,Respiration,MYEOV2
Macrophages,Respiration,CALM3
Macrophages,Respiration,S100A9
Macrophages,Respiration,C4ORF48
Macrophages,Respiration,DNPH1
Macrophages,Respiration,TXN
Macrophages,Respiration,CXCL9
Macrophages,Respiration,STAB1
Macrophages,Respiration,HAMP
Macrophages,Respiration,NDUFB7
Macrophages,Respiration,TXNDC17
Macrophages,Respiration,DAB2
Macrophages,Respiration,BRI3
Macrophages,Respiration,CTSZ
Macrophages,Respiration,RPS21
Macrophages,Respiration,RPS29
Macrophages,Respiration,SLIRP
Macrophages,Respiration,RPL38
Macrophages,Respiration,UQCC2
Macrophages,Respiration,MRPL51
Macrophages,Respiration,ATP5EP2
Macrophages,Respiration,DUSP23
Macrophages,Respiration,HSPE1
Macrophages,Respiration,IFI27L2
Macrophages,Respiration,C19ORF70
Macrophages,Respiration,GADD45GIP1
Macrophages,Respiration,COX6C
Macrophages,Respiration,ATP5I
Macrophages,Respiration,HMOX1
Macrophages,Stress/HSP,JUN
Macrophages,Stress/HSP,DNAJB1
Macrophages,Stress/HSP,HSPA1B
Macrophages,Stress/HSP,HSPA1A
Macrophages,Stress/HSP,FOS
Macrophages,Stress/HSP,GADD45B
Macrophages,Stress/HSP,HSPH1
Macrophages,Stress/HSP,HSPA6
Macrophages,Stress/HSP,RGS2
Macrophages,Stress/HSP,HSPB1
Macrophages,Stress/HSP,IER2
Macrophages,Stress/HSP,RHOB
Macrophages,Stress/HSP,ATF3
Macrophages,Stress/HSP,BAG3
Macrophages,Stress/HSP,EGR1
Macrophages,Stress/HSP,HSPD1
Macrophages,Stress/HSP,HSP90AA1
Macrophages,Stress/HSP,DNAJA4
Macrophages,Stress/HSP,FOSB
Macrophages,Stress/HSP,NR4A1
Macrophages,Stress/HSP,JUNB
Macrophages,Stress/HSP,DNAJA1
Macrophages,Stress/HSP,KLF6
Macrophages,Stress/HSP,SGK1
Macrophages,Stress/HSP,DUSP1
Macrophages,Stress/HSP,IER5
Macrophages,Stress/HSP,MAFB
Macrophages,Stress/HSP,RGS1
Macrophages,Stress/HSP,ZFP36L2
Macrophages,Stress/HSP,KLF2
Macrophages,Stress/HSP,HSP90AB1
Macrophages,Stress/HSP,HSPE1
Macrophages,Stress/HSP,KLF4
Macrophages,Stress/HSP,TSC22D3
Macrophages,Stress/HSP,ZFAND2A
Macrophages,Stress/HSP,CCL3
Macrophages,Stress/HSP,HSPA8
Macrophages,Stress/HSP,CCL4
Macrophages,Stress/HSP,CLK1
Macrophages,Stress/HSP,DDIT4
Macrophages,Stress/HSP,NR4A2
Macrophages,Stress/HSP,PPP1R15A
Macrophages,Stress/HSP,UBC
Macrophages,Stress/HSP,BTG2
Macrophages,Stress/HSP,CACYBP
Macrophages,Stress/HSP,CXCR4
Macrophages,Stress/HSP,ZFP36
Macrophages,Stress/HSP,MALAT1
Macrophages,Stress/HSP,FKBP4
Macrophages,Stress/HSP,PMAIP1
Macrophages,Unfolded-protein-response,HSPA5
Macrophages,Unfolded-protein-response,MANF
Macrophages,Unfolded-protein-response,HSP90B1
Macrophages,Unfolded-protein-response,SDF2L1
Macrophages,Unfolded-protein-response,OSTC
Macrophages,Unfolded-protein-response,PDIA4
Macrophages,Unfolded-protein-response,PDIA6
Macrophages,Unfolded-protein-response,SPCS2
Macrophages,Unfolded-protein-response,CRELD2
Macrophages,Unfolded-protein-response,DNAJB9
Macrophages,Unfolded-protein-response,TMED2
Macrophages,Unfolded-protein-response,TRAM1
Macrophages,Unfolded-protein-response,VIMP
Macrophages,Unfolded-protein-response,HM13
Macrophages,Unfolded-protein-response,LMAN1
Macrophages,Unfolded-protein-response,NDRG1
Macrophages,Unfolded-protein-response,NUCB2
Macrophages,Unfolded-protein-response,PDIA3
Macrophages,Unfolded-protein-response,SEC11C
Macrophages,Unfolded-protein-response,SELM
Macrophages,Unfolded-protein-response,SNHG12
Macrophages,Unfolded-protein-response,TMEM45A
Macrophages,Unfolded-protein-response,ADM
Macrophages,Unfolded-protein-response,ARF4
Macrophages,Unfolded-protein-response,CALR
Macrophages,Unfolded-protein-response,DNAJB11
Macrophages,Unfolded-protein-response,ISG15
Macrophages,Unfolded-protein-response,LY6E
Macrophages,Unfolded-protein-response,PPIB
Macrophages,Unfolded-protein-response,SLC3A2
Macrophages,Unfolded-protein-response,SMIM14
Macrophages,Unfolded-protein-response,TMEM258
Macrophages,Unfolded-protein-response,TXN
Macrophages,Unfolded-protein-response,WARS
Macrophages,Unfolded-protein-response,HYOU1
Macrophages,Unfolded-protein-response,SDC2
Macrophages,Unfolded-protein-response,CDK2AP2
Macrophages,Unfolded-protein-response,GBP2
Macrophages,Unfolded-protein-response,AARS
Macrophages,Unfolded-protein-response,TAP1
Macrophages,Unfolded-protein-response,EGLN3
Macrophages,Unfolded-protein-response,SLC33A1
Macrophages,Unfolded-protein-response,DNAJC1
Macrophages,Unfolded-protein-response,SSR2
Macrophages,Unfolded-protein-response,ZFAS1
Macrophages,Unfolded-protein-response,XPOT
Macrophages,Unfolded-protein-response,MT2A
Macrophages,Unfolded-protein-response,HMOX1
Macrophages,Unfolded-protein-response,DDIT3
Macrophages,Unfolded-protein-response,CALU
Malignant,Alveolar,SFTPA1
Malignant,Alveolar,SFTPA2
Malignant,Alveolar,SFTPD
